bieming,daoyan,movie_name,ranking,score,score_num,url
老少皆宜，这就是好莱坞动画的魅力。,"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...",疯狂原始人,131,8.7,359805,https://movie.douban.com/subject/1907966/
不要给它起名字，起了名字就有感情了。,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...",怪兽电力公司,132,8.6,230822,https://movie.douban.com/subject/1291579/
当这个世界闭上双眼，他却敞开了怀抱。,"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...",卢旺达饭店,133,8.8,115142,https://movie.douban.com/subject/1291822/
中国家庭的喜怒哀乐忍。,"
                            导演: 李安   主演: 赵文瑄 / 归亚蕾 / 金素梅",喜宴,134,8.8,133481,https://movie.douban.com/subject/1303037/
黑暗之美。,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔丽·波曼 Natalie P...",黑天鹅,135,8.5,404665,https://movie.douban.com/subject/1978709/
那些静得只能听见呼吸的日子里，你明白孤独即生活。,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...",小森林 夏秋篇,136,8.9,121060,https://movie.douban.com/subject/25814705/
我是一个演员。,"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...",喜剧之王,137,8.5,297561,https://movie.douban.com/subject/1302425/
中国式内在的美国电影。,"
                            导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson",魂断蓝桥,138,8.8,125994,https://movie.douban.com/subject/1293964/
爱上未来的你。 ,"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...",穿越时空的少女,139,8.6,180007,https://movie.douban.com/subject/1937946/
不可猜的青春迷笛。 ,"
                            导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...",猜火车,140,8.5,242403,https://movie.douban.com/subject/1292528/
英雄泪短，兄弟情长。 ,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...",英雄本色,141,8.7,143958,https://movie.douban.com/subject/1297574/
爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...",恋恋笔记本,142,8.5,271415,https://movie.douban.com/subject/1309163/
骨灰级歌舞片。,"
                            导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...",雨中曲,143,8.9,90441,https://movie.douban.com/subject/1293460/
爱是摈弃傲慢与偏见之后的曙光。,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...",傲慢与偏见,144,8.4,290478,https://movie.douban.com/subject/1418200/
任何信念的力量，都无法改变命运。,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...",教父3,145,8.7,124692,https://movie.douban.com/subject/1294240/
坏人的好总是比好人的好来得更感人。,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...",完美的世界,146,9.0,76190,https://movie.douban.com/subject/1300992/
香港浪漫主义警匪动作片的巅峰之作。,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...",纵横四海,147,8.7,137558,https://movie.douban.com/subject/1295409/
触不到的恋人。,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...",萤火之森,148,8.7,149423,https://movie.douban.com/subject/5989818/
跨度十五年的欢乐与泪水。,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...",玩具总动员3,149,8.7,186322,https://movie.douban.com/subject/1858711/
,"
                            导演: 郭柯 Ke Guo   主演: ",二十二,150,8.8,78806,https://movie.douban.com/subject/26430107/
《我是山姆》的《美丽人生》。,"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...",7号房的礼物,151,8.7,165166,https://movie.douban.com/subject/10777687/
10年的完美句点。,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...",哈利·波特与死亡圣器(下),152,8.6,263103,https://movie.douban.com/subject/3011235/
对爱的执着，可以超越一切。,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...",人工智能,153,8.6,183498,https://movie.douban.com/subject/1302827/
爱并不需要智商 。,"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...",我是山姆,154,8.8,98492,https://movie.douban.com/subject/1306861/
偷情本没有这样美。,"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...",花样年华,155,8.5,236365,https://movie.douban.com/subject/1291557/
世界离独裁只有五天。,"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...",浪潮,156,8.7,126737,https://movie.douban.com/subject/2297265/
一个单凭体香达到高潮的男人。,"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...",香水,157,8.4,266174,https://movie.douban.com/subject/1760622/
松鼠才是角儿。,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...",冰川时代,158,8.4,260120,https://movie.douban.com/subject/1291578/
诺兰的牛逼来源于内心散发出的恐惧。,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...",追随,159,8.9,78200,https://movie.douban.com/subject/1397546/
当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...",朗读者,160,8.5,270457,https://movie.douban.com/subject/2213597/
天使与魔鬼的冲撞。,"
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...",撞车,161,8.6,168948,https://movie.douban.com/subject/1388216/
始于荒诞，止于更荒诞。,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...",荒蛮故事,162,8.7,124045,https://movie.douban.com/subject/24750126/
我们都有权利不与自己的过去和解。,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...",海边的曼彻斯特,163,8.6,150018,https://movie.douban.com/subject/25980443/
只有有信仰的人才能说出事实真相。,"
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...",一次别离,164,8.7,127283,https://movie.douban.com/subject/5964718/
人生的N种可能性。,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...",罗生门,165,8.7,118703,https://movie.douban.com/subject/1291879/
把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...",时空恋旅人,166,8.6,187263,https://movie.douban.com/subject/10577869/
荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...",心迷宫,167,8.6,149969,https://movie.douban.com/subject/25917973/
华太师是黄霑，吴镇宇四大才子之一。,"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...",唐伯虎点秋香,168,8.4,305109,https://movie.douban.com/subject/1306249/
Balalala~~~,"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...",超能陆战队,169,8.6,350434,https://movie.douban.com/subject/11026735/
尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...",小森林 冬春篇,170,8.9,104120,https://movie.douban.com/subject/25814707/
做一颗让别人需要你的棋子。,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...",战争之王,171,8.5,168355,https://movie.douban.com/subject/1419936/
一场没有春天的噩梦。,"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...",梦之安魂曲,172,8.7,107589,https://movie.douban.com/subject/1292270/
坚硬的信仰。,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...",可可西里,173,8.6,123807,https://movie.douban.com/subject/1308857/
诺兰就是保证。,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...",蝙蝠侠：黑暗骑士崛起,174,8.5,282784,https://movie.douban.com/subject/3395373/
在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,"
                            导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...",碧海蓝天,175,8.7,105454,https://movie.douban.com/subject/1300960/
天使保护事件始末。,"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...",地球上的星星,176,8.8,80173,https://movie.douban.com/subject/2363506/
青春就是放弃和怀念。,"
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...",秒速5厘米,177,8.3,281464,https://movie.douban.com/subject/2043546/
好的剧本是，就算你猜到了结局也猜不到全部。,"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...",未麻的部屋,178,8.8,89388,https://movie.douban.com/subject/1395091/
不要企图在重复中寻找已经失去的爱。,"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...",恐怖游轮,179,8.3,303815,https://movie.douban.com/subject/3011051/
谁说王家卫镜头很晃？,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...",谍影重重2,180,8.5,152572,https://movie.douban.com/subject/1308767/
这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,"
                            导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...",爆裂鼓手,181,8.6,224959,https://movie.douban.com/subject/25773932/
哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...",谍影重重,182,8.5,184093,https://movie.douban.com/subject/1304102/
生命不止，摇滚不死。,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...",海盗电台,183,8.6,160755,https://movie.douban.com/subject/3007773/
王家卫是一种风格，张国荣是一个代表。,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...",阿飞正传,184,8.5,171755,https://movie.douban.com/subject/1305690/
Jared Leto的腿比女人还美！,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...",达拉斯买家俱乐部,185,8.6,160142,https://movie.douban.com/subject/1793929/
弱者送给弱者的一刀。,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...",牯岭街少年杀人事件,186,8.7,100908,https://movie.douban.com/subject/1292329/
故事的反转与反转，分裂电影的始祖。,"
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles",惊魂记,187,8.8,78355,https://movie.douban.com/subject/1293181/
宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平",魔女宅急便,188,8.4,184664,https://movie.douban.com/subject/1307811/
爱我就给我看你的播放列表。,"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...",再次出发之纽约遇见你,189,8.5,157828,https://movie.douban.com/subject/6874403/
天使暂时离开。,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...",绿里奇迹,190,8.7,101752,https://movie.douban.com/subject/1300374/
最美的飞翔。,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...",迁徙的鸟,191,9.1,50392,https://movie.douban.com/subject/1292281/
热血沸腾，那个低俗、性感的无耻混蛋又来了。,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...",被解救的姜戈,192,8.5,248762,https://movie.douban.com/subject/6307447/
东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...",东京物语,193,9.2,47854,https://movie.douban.com/subject/1291568/
类型片的极致。 ,"
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...",勇闯夺命岛,194,8.5,136571,https://movie.douban.com/subject/1292728/
出门必备：本草纲目。,"
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...",荒野生存,195,8.6,121955,https://movie.douban.com/subject/1905462/
没有了退路，只好飞向自由。,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...",末路狂花,196,8.7,99491,https://movie.douban.com/subject/1291992/
与同名歌曲无关。,"
                            导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...",卡萨布兰卡,197,8.6,119294,https://movie.douban.com/subject/1296753/
人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...",青蛇,198,8.4,208942,https://movie.douban.com/subject/1303394/
少见的超越首部的续集，动作片中的经典。,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...",终结者2：审判日,199,8.5,134688,https://movie.douban.com/subject/1291844/
养狗三日，便会对你终其一生。,"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...",忠犬八公物语,200,9.0,53604,https://movie.douban.com/subject/1959195/
现实与童话交相辉映的旅程。,"
                            导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步",燕尾蝶,201,8.6,104729,https://movie.douban.com/subject/1307793/
科幻真正的魅力不是视觉效果能取代的。 ,"
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...",这个男人来自地球,202,8.5,169120,https://movie.douban.com/subject/2300586/
想你时你在闹海。,"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 / 邱岳峰 ...",哪吒闹海,203,8.8,75383,https://movie.douban.com/subject/1307315/
当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,"
                            导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...",变脸,204,8.4,205308,https://movie.douban.com/subject/1292659/
"In memory, love lives forever...","
                            导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...",英国病人,205,8.4,168131,https://movie.douban.com/subject/1291853/
邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...",源代码,206,8.3,391527,https://movie.douban.com/subject/3075287/
生病的E.T.皮肤的颜色就像柿子饼。,"
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...",E.T. 外星人,207,8.5,145583,https://movie.douban.com/subject/1294638/
嬉笑怒骂，调风动月。,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...",新龙门客栈,208,8.4,173747,https://movie.douban.com/subject/1292287/
最棒的西部片。,"
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef",黄金三镖客,209,9.1,48754,https://movie.douban.com/subject/1401118/
我完全康复了。,"
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...",发条橙,210,8.4,178507,https://movie.douban.com/subject/1292233/
不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,"
                            导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...",黑客帝国3：矩阵革命,211,8.5,147267,https://movie.douban.com/subject/1302467/
乐观比一切都有力量。,"
                            导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...",叫我第一名,212,8.6,104304,https://movie.douban.com/subject/4798888/
每个人的内心都是深不可测的大海。 ,"
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特...",美国丽人,213,8.4,176443,https://movie.douban.com/subject/1292062/
永远的小人物，伟大的卓别林。,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...",城市之光,214,9.2,40829,https://movie.douban.com/subject/1293908/
大卫·林奇的梦境迷宫。,"
                            导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...",穆赫兰道,215,8.3,223993,https://movie.douban.com/subject/1292217/
我不信仰上帝，但我敬畏上帝。,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...",非常嫌疑犯,216,8.6,110541,https://movie.douban.com/subject/1292214/
昆汀同学越来越变态了，比北野武还杜琪峰。,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...",无耻混蛋,217,8.4,213503,https://movie.douban.com/subject/1438652/
黑小鸭速效美白记。,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...",初恋这件小事,218,8.3,436571,https://movie.douban.com/subject/4739952/
热血沸腾，相当完美的娱乐拳击大餐。,"
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...",勇士,219,8.9,83919,https://movie.douban.com/subject/3217169/
纯净原始的笑与感动。,"
                            导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau",上帝也疯狂,220,8.6,91967,https://movie.douban.com/subject/1297478/
他给机器起名“克里斯托弗”，因为这是他初恋的名字。,"
                            导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...",模仿游戏,221,8.5,239854,https://movie.douban.com/subject/10463953/
青春的窃窃私语。 ,"
                            导演: 易智言 Chih-yen Yee   主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...",蓝色大门,222,8.3,264115,https://movie.douban.com/subject/1308575/
献给所有外婆的电影。,"
                            导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...",爱·回家,223,9.0,45257,https://movie.douban.com/subject/1299361/
迪士尼和皮克斯拿错剧本的产物。,"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 简·林奇 Jane Lynch / 约翰·C·赖利 ...",无敌破坏王,224,8.6,176521,https://movie.douban.com/subject/6534248/
捍卫人权只是信仰，一点不妨碍其行为的残忍。,"
                            导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...",大卫·戈尔的一生,225,8.7,84950,https://movie.douban.com/subject/1305725/
每个美丽事物背后都是滴血的现实。,"
                            导演: Edward Zwick   主演: Leonardo DiCaprio / Jennifer Connelly / Djimo...",血钻,226,8.5,123212,https://movie.douban.com/subject/1428175/
所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...",爱在午夜降临前,227,8.8,108225,https://movie.douban.com/subject/10808442/
有些幸福无关爱情。,"
                            导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...",曾经,228,8.3,195636,https://movie.douban.com/subject/2053515/
皇上无话儿。,"
                            导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...",国王的演讲,229,8.3,322239,https://movie.douban.com/subject/4023638/
麦兜是一只很哲学的猪。 ,"
                            导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng",麦兜故事,230,8.5,122130,https://movie.douban.com/subject/1302476/
一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,"
                            导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...",枪火,231,8.6,93827,https://movie.douban.com/subject/1300741/
恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,"
                            导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...",暖暖内含光,232,8.4,138023,https://movie.douban.com/subject/1308777/
中国版《两杆大烟枪》。,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin",疯狂的石头,233,8.2,294054,https://movie.douban.com/subject/1862151/
用剩余不多的时间，去燃烧整个生命。,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...",遗愿清单,234,8.5,119398,https://movie.douban.com/subject/1867345/
我们长途跋涉寻找的东西，有可能一直就在身边。 ,"
                            导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault ...",蝴蝶,235,8.6,92210,https://movie.douban.com/subject/1292056/
一部能引人思考的科幻励志片。,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...",千钧一发,236,8.7,79645,https://movie.douban.com/subject/1300117/
四百击的反面。,"
                            导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒...",巴黎淘气帮,237,8.6,101390,https://movie.douban.com/subject/3157605/
一个人的独角戏。,"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...",荒岛余生,238,8.5,125492,https://movie.douban.com/subject/1298653/
充满诗意与情怀的史诗作品。 ,"
                            导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene",与狼共舞,239,8.9,53990,https://movie.douban.com/subject/1293764/
被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...",房间,240,8.8,137401,https://movie.douban.com/subject/25724855/
典型盖·里奇式的英国黑色幽默黑帮片。,"
                            导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德...",偷拐抢骗,241,8.5,111045,https://movie.douban.com/subject/1301171/
2009媲美《第九区》的又一部科幻神作。,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 山姆·洛克威尔 Sam Rockwell / 凯文...",月球,242,8.5,136104,https://movie.douban.com/subject/3073124/
愿我们都不用长大，每一座城堡都能永远存在。,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...",头脑特工队,243,8.7,206770,https://movie.douban.com/subject/10533913/
你要相信，这世上真的有爱存在，不管在什么年纪 ,"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...",我爱你,244,9.0,52422,https://movie.douban.com/subject/5908478/
弥漫淡淡血腥气的优雅。,"
                            导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁...",夜访吸血鬼,245,8.3,189463,https://movie.douban.com/subject/1299327/
仪式主义的狂欢，偏执狂的完胜。,"
                            导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik...",寿司之神,246,8.8,77764,https://movie.douban.com/subject/6146955/
小成本大魅力。,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...",彗星来的那一夜,247,8.4,158379,https://movie.douban.com/subject/25807345/
这样确切的爱，一生只有一次。,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 克林特·伊斯特伍德 Clint...",廊桥遗梦,248,8.6,93317,https://movie.douban.com/subject/1293929/
把爱放在心底，有爱就有希望。,"
                            导演: 楚克‧萨克瑞科 Chukiat Sakveerakul   主演: 维特维斯特·海伦亚沃...",爱在暹罗,249,8.3,212276,https://movie.douban.com/subject/2365260/
心灵救赎。,"
                            导演: Walter Salles   主演: Fernanda Montenegro / Marília Pêra / Viní...",中央车站,250,8.7,73255,https://movie.douban.com/subject/1292218/
